,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
4581,5303,2014-03-21,Cheap Thrills,100000,59424,59424,2010
4582,222,2014-03-28,Noah,130000000,352831065,101200044,2010
4583,1605,2014-03-28,Sabotage,35000000,18376443,10508518,2010
4584,5173,2014-03-28,Locker 13,300000,3496,3496,2010
4585,4299,2014-04-03,Wicked Blood,3500000,0,0,2010
4586,99,2014-04-04,Captain America: The Winter Soldier,170000000,714401889,259746958,2010
4587,3028,2014-04-04,Under the Skin,13300000,7229933,2614251,2010
4588,4141,2014-04-09,Falcon Rising,4500000,11774,11774,2010
4589,3125,2014-04-16,Heaven is for Real,12000000,100919111,91386097,2010
4590,362,2014-04-18,Transcendence,100000000,103039258,23022309,2010
4591,4174,2014-04-18,A Haunted House 2,4000000,21206861,17329487,2010
4592,1303,2014-04-25,The Other Woman,40000000,195111193,83911193,2010
4593,1915,2014-04-25,Brick Mansions,28000000,73421224,20396829,2010
4594,5123,2014-04-25,Blue Ruin,420000,435168,258384,2010
4595,1641,2014-05-09,Thunder and the House of Magic,34000000,10392666,4091,2010
4596,4519,2014-05-09,Frontera,2300000,59696,59696,2010
4597,112,2014-05-11,Interstellar,165000000,668913307,188017894,2010
4598,4082,2014-05-12,Dying of the Light,5000000,0,0,2010
4599,120,2014-05-16,Godzilla,160000000,529076069,200676069,2010
4600,2061,2014-05-16,Million Dollar Arm,25000000,39217912,36447959,2010
4601,2768,2014-05-16,The Immigrant,16000000,7585011,2013456,2010
4602,48,2014-05-23,X-Men: Days of Future Past,200000000,747862775,233921534,2010
4603,1196,2014-05-23,Blended,45000000,127990741,46290741,2010
4604,73,2014-05-30,Maleficent,180000000,758536735,241407328,2010
4605,1348,2014-05-30,A Million Ways to Die in The West,40000000,86778557,42720965,2010
4606,1237,2014-06-02,The Interview,44000000,12342632,6105175,2010
4607,82,2014-06-06,Edge of Tomorrow,178000000,370541256,100206256,2010
4608,3122,2014-06-06,The Fault in Our Stars,12000000,307166834,124872350,2010
4609,4149,2014-06-06,Anna,4357373,1200000,0,2010
4610,4866,2014-06-06,Obvious Child,1000000,3324070,3122616,2010
4611,5203,2014-06-06,Test,250000,18823,18823,2010
4612,174,2014-06-13,How to Train Your Dragon 2,145000000,616102924,177002924,2010
4613,1004,2014-06-13,22 Jump Street,50000000,331333876,191719337,2010
4614,3583,2014-06-13,The Rover,8500000,3180252,1109199,2010
4615,4778,2014-06-13,Los insolitos peces gato,1300000,16653,11278,2010
4616,3557,2014-06-17,Beneath Hill 60,9000000,3440939,0,2010
4617,5304,2014-06-19,The Past is a Grotesque Animal,100000,20056,20056,2010
4618,1343,2014-06-20,Jersey Boys,40000000,65282732,47047013,2010
4619,2168,2014-06-20,Think Like a Man Too,24000000,70027933,65028687,2010
4620,4942,2014-06-24,A Fine Step,1000000,0,0,2010
4621,31,2014-06-27,Transformers: Age of Extinction,210000000,1104039076,245439076,2010
4622,1420,2014-06-27,Snowpiercer,40000000,88069880,4563029,2010
4623,3623,2014-06-27,Begin Again,8000000,68838736,16170632,2010
4624,4417,2014-06-27,They Came Together,3000000,82780,0,2010
4625,4938,2014-07-01,Hidden Away,1000000,0,0,2010
4626,654,2014-07-02,The Monuments Men,70000000,158702748,78031620,2010
4627,774,2014-07-02,The Lego Movie,60000000,457729388,257784718,2010
4628,3488,2014-07-02,Nurse 3D,10000000,0,0,2010
4629,176,2014-07-03,Mr. Peabody & Sherman,145000000,269806430,111506430,2010
4630,292,2014-07-03,300: Rise of an Empire,110000000,330780051,106580051,2010
4631,1697,2014-07-03,The Grand Budapest Hotel,31000000,164350409,59076019,2010
4632,4213,2014-07-03,The Face of Love,4000000,1158877,385069,2010
4633,109,2014-07-11,Big Hero 6,165000000,652127828,222527828,2010
4634,2828,2014-07-11,The Theory of Everything,15000000,123327692,35893537,2010
4635,3467,2014-07-11,Elsa & Fred,10000000,109144,67657,2010
4636,4143,2014-07-11,Fugly,4500000,0,0,2010
4637,1039,2014-07-18,Planes: Fire and Rescue,50000000,156399644,59157732,2010
4638,1353,2014-07-18,Sex Tape,40000000,126069509,38543473,2010
4639,3513,2014-07-18,The Purge: Anarchy,9000000,111534881,71562550,2010
4640,3871,2014-07-18,Wish I Was Here,6000000,6591365,3591299,2010
4641,4893,2014-07-18,I Origins,1000000,852399,336472,2010
4642,5284,2014-07-18,An American in Hollywood,125000,0,0,2010
4643,346,2014-07-25,Hercules,100000000,243388614,72688614,2010
4644,1283,2014-07-25,Lucy,40000000,457507776,126573960,2010
4645,2613,2014-07-25,And So It Goes,18000000,17360801,15160801,2010
4646,2867,2014-07-25,A Most Wanted Man,15000000,36068890,17237855,2010
4647,5317,2014-07-25,Happy Christmas,70000,30312,30312,2010
4648,4428,2014-08-07,Point Blank,3000000,0,0,2010
4649,239,2014-08-08,Teenage Mutant Ninja Turtles,125000000,485004754,191204754,2010
4650,1054,2014-08-08,Into the Storm,50000000,156602194,47602194,2010
4651,2239,2014-08-08,The Hundred-Foot Journey,22000000,94270488,54235441,2010
4652,5037,2014-08-08,The Maid's Room,600000,0,0,2010
4653,2668,2014-08-13,Let’s Be Cops,17000000,136890774,82390774,2010
4654,357,2014-08-15,The Expendables 3,100000000,209461378,39322544,2010
4655,2047,2014-08-15,The Giver,25000000,55090374,45090374,2010
4656,4408,2014-08-15,Fort McCoy,3000000,78948,78948,2010
4657,5205,2014-08-15,Night Lights,250000,12848,12848,2010
4658,4080,2014-08-18,Henry & Me,5000000,0,0,2010
4659,750,2014-08-22,Sin City: A Dame to Kill For,65000000,39499349,13757804,2010
4660,2651,2014-08-22,The Prince,18000000,0,0,2010
4661,2842,2014-08-22,When the Game Stands Tall,15000000,30138912,30127963,2010
4662,3247,2014-08-22,If I Stay,11000000,78356170,50474843,2010
4663,5254,2014-08-26,Sanctuary; Quite a Conundrum,200000,0,0,2010
4664,2852,2014-08-27,The November Man,15000000,34820335,25018119,2010
4665,2518,2014-08-29,Dwegons and Leprechauns,20000000,0,0,2010
4666,3985,2014-08-29,"As Above, So Below",5000000,41824066,21222315,2010
4667,5000,2014-08-29,Il conformista,750000,59656,59656,2010
4668,683,2014-09-05,Legends of Oz: Dorothy’s Return,70000000,20107933,8462347,2010
4669,2564,2014-09-05,Neighbors,18000000,270944428,150086800,2010
4670,4019,2014-09-05,Moms’ Night Out,5000000,10537341,10429707,2010
4671,4881,2014-09-05,Palo Alto,1000000,1156309,767732,2010
4672,4639,2014-09-09,A Funny Thing Happened on the Way to the Forum,2000000,0,0,2010
4673,4819,2014-09-09,Cotton Comes to Harlem,1200000,0,0,2010
4674,1633,2014-09-19,The Maze Runner,34000000,348319861,102427862,2010
4675,1913,2014-09-19,A Walk Among the Tombstones,28000000,62108587,26017685,2010
4676,2368,2014-09-19,This is Where I Leave You,20000000,41296320,34296320,2010
4677,4391,2014-09-19,Tusk,3000000,1821983,1821983,2010
4678,4603,2014-09-19,Pump,2000000,72277,72277,2010
4679,4990,2014-09-19,Not Cool,800000,35688,35688,2010
4680,825,2014-09-26,The Boxtrolls,60000000,111946251,50837305,2010
4681,918,2014-09-26,The Equalizer,55000000,192903624,101530738,2010
4682,3481,2014-09-26,Plastic,10000000,552641,0,2010
4683,4058,2014-09-26,Jimi: All is By My Side,5000000,927074,340911,2010
4684,4703,2014-09-26,Two Night Stand,1600000,242443,15600,2010
4685,680,2014-10-01,The Legend of Hercules,70000000,58953319,18848538,2010
4686,1284,2014-10-01,Lone Survivor,40000000,149804632,125095601,2010
4687,2160,2014-10-01,The Adventurer: The Curse of the Midas Box,25000000,0,0,2010
4688,2206,2014-10-01,Her,23000000,48531242,25568251,2010
4689,4953,2014-10-01,Banshee Chapter,950000,78122,0,2010
4690,5083,2014-10-09,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822,2010
4691,660,2014-10-10,Dracula Untold,70000000,220241723,55991880,2010
4692,1055,2014-10-10,The Judge,50000000,76119388,47119388,2010
4693,1891,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,101379287,66954149,2010
4694,2945,2014-10-10,Automata,15000000,29050,0,2010
4695,3046,2014-10-10,St. Vincent,13000000,54837234,44137712,2010
4696,3996,2014-10-10,Addicted,5000000,17499242,17390770,2010
4697,4045,2014-10-10,Kill the Messenger,5000000,6656705,2450846,2010
4698,4311,2014-10-10,Whiplash,3300000,33474334,13092006,2010
4699,4563,2014-10-10,Meet the Mormons,2000000,6049171,6047363,2010
4700,2068,2014-10-12,The Gambler,25000000,38718031,33680992,2010
4701,516,2014-10-17,Fury,80000000,210253368,85755593,2010
4702,1049,2014-10-17,The Book of Life,50000000,97651543,50151543,2010
4703,1988,2014-10-17,The Best of Me,26000000,41059418,26766213,2010
4704,2585,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000,103215094,42340598,2010
4705,4069,2014-10-17,Rudderless,5000000,567219,56001,2010
4706,4746,2014-10-17,Housebound,1500000,236863,0,2010
4707,4916,2014-10-17,Camp X-Ray,1000000,9837,9837,2010
4708,1768,2014-10-24,John Wick,30000000,76235001,43037835,2010
4709,3964,2014-10-24,Ouija,5000000,103683342,50856010,2010
4710,4887,2014-10-24,23 Blast,1000000,549185,549185,2010
4711,4429,2014-10-27,Iguana,3000000,0,0,2010
4712,2273,2014-10-31,Before I Go to Sleep,22000000,19563579,3242457,2010
4713,3571,2014-10-31,Nightcrawler,8500000,50334418,32381218,2010
4714,5175,2014-10-31,All You Need Is Love,300000,177507,0,2010
4715,4298,2014-11-03,In the Name of the King III,3500000,0,0,2010
4716,4678,2014-11-03,Against the Wild,1800000,0,0,2010
4717,220,2014-11-04,Rio 2,130000000,493738435,131538435,2010
4718,2078,2014-11-04,Draft Day,25000000,29276904,28842237,2010
4719,2632,2014-11-04,The Railway Man,18000000,23910210,4438438,2010
4720,3974,2014-11-04,Oculus,5000000,44115496,27695246,2010
4721,4214,2014-11-04,Joe,4000000,373375,373375,2010
4722,5212,2014-11-04,Jesus People,250000,0,0,2010
4723,100,2014-11-07,Dawn of the Planet of the Apes,170000000,710644566,208545589,2010
4724,4170,2014-11-07,Boyhood,4000000,57273049,25379975,2010
4725,4245,2014-11-07,The Perfect Wave,4000000,0,0,2010
4726,5117,2014-11-07,As It Is in Heaven,450000,13486,13486,2010
4727,4750,2014-11-11,Once Upon a Time in Queens,1500000,0,0,2010
4728,1302,2014-11-14,Dumb and Dumber To,40000000,156553592,86208010,2010
4729,2652,2014-11-14,Wolves,18000000,0,0,2010
4730,2766,2014-11-14,The Homesman,16000000,3442853,2429989,2010
4731,3421,2014-11-14,Rosewater,10000000,3168858,3128941,2010
4732,3733,2014-11-14,Beyond the Lights,7000000,14618727,14618727,2010
4733,4513,2014-11-14,Always Woodstock,2400000,0,0,2010
4734,232,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,766652288,337135885,2010
4735,4831,2014-11-21,The Sleepwalker,1100000,2636,2636,2010
4736,4958,2014-11-21,Food Chains,913000,0,0,2010
4737,210,2014-11-26,Penguins of Madagascar,132000000,367650911,83350911,2010
4738,1331,2014-11-26,Horrible Bosses 2,40000000,105945357,54445357,2010
4739,2800,2014-11-28,The Imitation Game,15000000,227773686,91125143,2010
4740,4894,2014-11-28,Antarctica: A Year on Ice,1000000,288757,288757,2010
4741,265,2014-12-02,RoboCop,120000000,242981799,58607007,2010
4742,3668,2014-12-08,Swelter,8000000,0,0,2010
4743,4955,2014-12-08,Jesse,950000,0,0,2010
4744,1496,2014-12-09,Dolphin Tale 2,36000000,57824533,42024533,2010
4745,3030,2014-12-09,No Good Deed,13200000,54323210,52543632,2010
4746,3095,2014-12-09,The Drop,12600000,19054534,10724389,2010
4747,4052,2014-12-09,Atlas Shrugged: Who Is John Galt?,5000000,851690,851690,2010
4748,4862,2014-12-09,The Skeleton Twins,1000000,5797192,5284309,2010
4749,5046,2014-12-09,Faith Connections,550000,9111,9111,2010
4750,5253,2014-12-09,Archaeology of a Woman,200000,0,0,2010
4751,190,2014-12-12,Exodus: Gods and Kings,140000000,268314513,65014513,2010
4752,2462,2014-12-12,Inherent Vice,20000000,8692898,8110975,2010
4753,3157,2014-12-12,Top Five,12000000,25514848,25317379,2010
4754,16,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000,955119788,255119788,2010
4755,230,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,356546621,113746621,2010
4756,723,2014-12-19,Annie,65000000,139840525,85911262,2010
4757,3004,2014-12-19,Mr. Turner,14000000,25187026,3958546,2010
4758,716,2014-12-25,Unbroken,65000000,163527824,115637895,2010
4759,882,2014-12-25,American Sniper,58000000,547326372,350126372,2010
4760,1010,2014-12-25,Into the Woods,50000000,203502372,128002372,2010
4761,3378,2014-12-25,Big Eyes,10000000,27317872,14482031,2010
4762,3475,2014-12-26,Barbecue,10000000,173613,388,2010
4763,1434,2014-12-31,Dragon Nest Warriors' Dawn,40000000,196090,0,2010
4764,2474,2014-12-31,A Most Violent Year,20000000,6071433,5749134,2010
4765,4415,2014-12-31,Demonic,3000000,4668109,0,2010
4766,4637,2014-12-31,Lucky Dog,2000000,0,0,2010
4767,4762,2014-12-31,Kurmanjan datka,1400000,0,0,2010
4768,4764,2014-12-31,House at the End of the Drive,1400000,0,0,2010
4769,4941,2014-12-31,Doc Holliday's Revenge,1000000,0,0,2010
4770,4945,2014-12-31,Bang Bang Baby,1000000,0,0,2010
4771,4967,2014-12-31,40 Weeks,900000,0,0,2010
4772,5005,2014-12-31,Destiny,750000,450,0,2010
4773,5022,2014-12-31,The Hadza: Last of the First,650000,0,0,2010
4774,5038,2014-12-31,Light from the Darkroom,600000,0,0,2010
4775,5092,2014-12-31,America Is Still The Place,500000,0,0,2010
4776,5096,2014-12-31,Diamond Rufff,500000,0,0,2010
4777,5099,2014-12-31,Fight to the Finish,500000,0,0,2010
4778,5106,2014-12-31,The Sound and the Shadow,500000,0,0,2010
4779,5119,2014-12-31,Rise Of the Entrepreneur - The Search For A Better Way,450000,0,0,2010
4780,5138,2014-12-31,Pancakes,400000,0,0,2010
4781,5215,2014-12-31,Horse Camp,250000,0,0,2010
4782,5257,2014-12-31,H.,200000,0,0,2010
4783,5307,2014-12-31,"Dude, Where's My Dog",100000,0,0,2010
4784,5338,2014-12-31,The Image Revolution,50000,0,0,2010
4785,5347,2014-12-31,Happy 40th,35000,0,0,2010
4786,5364,2014-12-31,Dry Spell,22000,0,0,2010
4787,5371,2014-12-31,Stories of Our Lives,15000,0,0,2010
4788,3255,2015-01-04,Woman in Gold,11000000,56758138,33307793,2010
4789,10,2015-01-05,Avengers: Age of Ultron,250000000,1404705868,459005868,2010
4790,129,2015-01-07,Terminator: Genisys,155000000,440160956,89760956,2010
4791,2952,2015-01-07,Magic Mike XXL,14500000,123709460,66013057,2010
4792,2947,2015-01-09,Broken Horses,15000000,3471,0,2010
4793,3787,2015-01-09,Alpha & Omega: The Legend of the Saw Tooth Cave,7000000,0,0,2010
4794,4302,2015-01-09,Lords of London,3440000,0,0,2010
4795,5337,2015-01-09,"Run, Hide, Die",50000,0,0,2010
4796,5359,2015-01-09,Backmask,25000,428923,0,2010
4797,1857,2015-01-12,Grace of Monaco,30000000,25199891,0,2010
4798,4646,2015-01-12,Shark Lake,2000000,0,0,2010
4799,5104,2015-01-12,Brooklyn Bizarre,500000,0,0,2010
4800,5362,2015-01-12,Dutch Kills,25000,0,0,2010
4801,4084,2015-01-13,Capricorn One,5000000,0,0,2010
4802,4790,2015-01-13,Da Sweet Blood of Jesus,1250000,0,0,2010
4803,684,2015-01-16,Blackhat,70000000,19548419,7889395,2010
4804,926,2015-01-16,Paddington,55000000,259541430,76223578,2010
4805,2200,2015-01-16,The Wedding Ringer,23000000,80171596,64460211,2010
4806,3993,2015-01-16,Still Alice,5000000,41699612,18656400,2010
4807,3558,2015-01-20,Veronika Decides to Die,9000000,2243,0,2010
4808,4316,2015-01-20,The Opposite Sex,3300000,40262,0,2010
4809,875,2015-01-23,Mortdecai,60000000,30396134,7696134,2010
4810,3895,2015-01-23,Song One,6000000,32544,32251,2010
4811,3938,2015-01-23,R100,5500000,24956,24956,2010
4812,4091,2015-01-23,Mommy,4900000,17561100,3498695,2010
4813,4167,2015-01-23,The Boy Next Door,4000000,52819253,35423380,2010
4814,4081,2015-01-27,Born of War,5000000,0,0,2010
4815,1853,2015-01-30,Wild Card,30000000,929157,3200,2010
4816,3161,2015-01-30,Project Almanac,12000000,32248241,22348241,2010
4817,3521,2015-01-30,Black or White,9000000,21571189,21571189,2010
4818,3776,2015-01-30,Trudno byt bogom,7000000,35919,31443,2010
4819,4221,2015-01-30,"Guten Tag, Ramon",4000000,4854356,154356,2010
4820,4774,2015-01-30,Above and Beyond,1300000,288751,288751,2010
4821,311,2015-02-10,The Martian,108000000,663851905,228433663,2010
4822,1118,2015-02-10,Shanghai,50000000,15505922,46425,2010
4823,3767,2015-02-10,Freeheld,7000000,1732228,546201,2010
4824,386,2015-02-13,Kingsman: The Secret Service,94000000,404561724,128261724,2010
4825,1279,2015-02-13,Fifty Shades of Grey,40000000,570998101,166167230,2010
4826,4597,2015-02-13,The Last Five Years,2000000,147299,147299,2010
4827,4751,2015-02-13,Girlhouse,1500000,0,0,2010
4828,4912,2015-02-13,Hits,1000000,15156,15156,2010
4829,2679,2015-02-20,"McFarland, USA",17000000,45707924,44480275,2010
4830,2993,2015-02-20,Hot Tub Time Machine 2,14000000,12452601,12314651,2010
4831,3570,2015-02-20,The DUFF,8500000,43528634,34030343,2010
4832,3669,2015-02-24,Green Street Hooligans: Underground,8000000,0,0,2010
4833,3697,2015-02-24,Outside Bet,7500000,13524,0,2010
4834,5039,2015-02-24,Irreplaceable,600000,0,0,2010
4835,5216,2015-02-24,Give Me Shelter,250000,0,0,2010
4836,733,2015-02-27,Focus,65000000,154362963,53862963,2010
4837,3978,2015-02-27,The Lazarus Effect,5000000,35341814,25801570,2010
4838,4229,2015-02-27,Praia do Futuro,4000000,760678,20620,2010
4839,5260,2015-02-27,Butterfly Girl,180000,17503,17503,2010
4840,4820,2015-03-02,Bleeding Hearts,1200000,0,0,2010
4841,5214,2015-03-02,UnDivided,250000,0,0,2010
4842,4309,2015-03-03,To Write Love On Her Arms,3400000,0,0,2010
4843,4956,2015-03-03,Ask Me Anything,950000,0,0,2010
4844,59,2015-03-04,Furious 7,190000000,1516748684,351032910,2010
4845,1790,2015-03-06,Entourage,30000000,46225326,32363404,2010
4846,4503,2015-03-07,Stung,2500000,0,0,2010
4847,370,2015-03-13,Cinderella,95000000,534551353,201151353,2010
4848,1085,2015-03-13,Run All Night,50000000,66961644,26461644,2010
4849,1630,2015-03-13,The Lovers,35000000,11106,0,2010
4850,3471,2015-03-13,Hross i oss,10000000,11894,11894,2010
4851,4549,2015-03-13,It Follows,2000000,20649774,14674077,2010
4852,5016,2015-03-13,Walter,700000,0,0,2010
4853,2001,2015-03-17,Accidental Love,26000000,135436,0,2010
4854,4427,2015-03-17,Something Wicked,3000000,0,0,2010
4855,4631,2015-03-17,The Lady from Shanghai,2000000,0,0,2010
4856,5309,2015-03-17,Closure,100000,0,0,2010
4857,288,2015-03-20,The Divergent Series: Insurgent,110000000,295279072,130179072,2010
4858,1409,2015-03-20,The Gunman,40000000,13644292,10664749,2010
4859,3410,2015-03-20,Danny Collins,10000000,7501132,5637066,2010
4860,4516,2015-03-20,Do You Believe?,2300000,14305540,12985600,2010
4861,4641,2015-03-20,The Walking Deceased,2000000,0,0,2010
4862,5206,2015-03-24,Along the Roadside,250000,3234,0,2010
4863,5311,2015-03-25,Open Secret,100000,0,0,2010
4864,216,2015-03-27,Home,130000000,386069390,177397510,2010
4865,1298,2015-03-27,Get Hard,40000000,106511453,90411453,2010
4866,3396,2015-03-27,While We're Young,10000000,13423176,7582065,2010
4867,5139,2015-03-31,Viskningar och rop,400000,0,0,2010
4868,5336,2015-04-08,Bending Steel,50000,0,0,2010
4869,754,2015-04-09,Tian jiang xiong shi,65000000,122519874,74070,2010
4870,2260,2015-04-09,The Transporter Refueled,22000000,69698495,16029670,2010
4871,4411,2015-04-09,Before We Go,3000000,379161,37151,2010
4872,5264,2015-04-09,Heroes of Dirt,175000,0,0,2010
4873,3252,2015-04-11,Brooklyn,11000000,62076141,38322743,2010
4874,2821,2015-04-12,Krampus,15000000,61788393,42725475,2010
4875,3676,2015-04-14,Loin des hommes,7700000,1080428,5336,2010
4876,5095,2015-04-14,Roadside,500000,0,0,2010
4877,4521,2015-04-15,The Toxic Avenger Part II,2300000,0,0,2010
4878,1115,2015-04-17,Child 44,50000000,3434330,1224330,2010
4879,1450,2015-04-17,Paul Blart: Mall Cop 2,38000000,107597242,71038190,2010
4880,4752,2015-04-17,Closer to the Moon,1500000,0,0,2010
4881,4843,2015-04-17,Unfriended,1000000,62561449,32482090,2010
4882,5274,2015-04-17,Antarctic Edge: 70º South,150000,7193,7193,2010
4883,4648,2015-04-21,The Marine 4,1950000,0,0,2010
4884,5361,2015-04-21,Ten,25000,0,0,2010
4885,5367,2015-04-21,The Front Man,20000,0,0,2010
4886,1770,2015-04-24,The Age of Adaline,30000000,69057415,42629776,2010
4887,2002,2015-04-24,The Face of an Angel,26000000,0,0,2010
4888,2153,2015-04-24,Yi ge ren de wu lin,25000000,129115,129115,2010
4889,2230,2015-04-24,The Water Diviner,22500000,30864649,4200117,2010
4890,2471,2015-04-24,Little Boy,20000000,17684355,6485961,2010
4891,4653,2015-04-24,Brotherly Love,1900000,478595,478595,2010
4892,2941,2015-05-05,A Few Best Men,15000000,17224539,0,2010
4893,3939,2015-05-05,Miss Julie,5500000,863895,0,2010
4894,4968,2015-05-05,Le bonheur d'Elza,900000,0,0,2010
4895,717,2015-05-06,Spy!,65000000,233125712,110825712,2010
4896,1854,2015-05-06,United Passions,30000000,168832,918,2010
4897,2955,2015-05-06,Freedom,14500000,565801,0,2010
4898,3315,2015-05-06,Insidious Chapter 3,10000000,120678444,52218558,2010
4899,4300,2015-05-06,Dawn Patrol,3500000,0,0,2010
4900,2092,2015-05-08,Shaun the Sheep,25000000,101937062,19375982,2010
4901,153,2015-05-15,Mad Max: Fury Road,150000000,370742166,153636354,2010
4902,1864,2015-05-15,Pitch Perfect 2,29000000,287130801,183785415,2010
4903,3698,2015-05-15,Pound of Flesh,7500000,0,0,2010
4904,4072,2015-05-15,Area 51,5000000,7556,7556,2010
4905,4921,2015-05-15,Childless,1000000,1036,1036,2010
4906,3489,2015-05-19,Into the Grizzly Maze,10000000,0,0,2010
4907,5381,2015-05-19,Family Motocross,10000,0,0,2010
4908,105,2015-05-22,Tomorrowland,170000000,207283457,93436322,2010
4909,1544,2015-05-22,Poltergeist,35000000,95825125,47425125,2010
4910,3661,2015-05-22,Aloft,8000000,53086,53086,2010
4911,5034,2015-05-22,Drunk Wedding,600000,3301,3301,2010
4912,4753,2015-05-26,Mutant World,1500000,0,0,2010
4913,285,2015-05-29,San Andreas,110000000,469590832,155190832,2010
4914,1488,2015-05-29,Aloha,37000000,24935799,21052030,2010
4915,2514,2015-05-29,Survivor,20000000,774905,0,2010
4916,80,2015-06-02,Jupiter Ascending,179000000,181982519,47482519,2010
4917,381,2015-06-02,Seventh Son,95000000,110623265,17223265,2010
4918,616,2015-06-02,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,162994032,2010
4919,4426,2015-06-02,Enter the Dangerous Mind,3000000,0,0,2010
4920,1121,2015-06-03,Chappie,49000000,105002056,31569268,2010
4921,1608,2015-06-03,Unfinished Business,35000000,12819501,10219501,2010
4922,3332,2015-06-03,The Second Best Exotic Marigold Hotel,10000000,90384306,33078266,2010
4923,4741,2015-06-03,Road Hard,1500000,113169,113169,2010
4924,4540,2015-06-10,The Timber,2100000,0,0,2010
4925,4,2015-06-11,Spectre,300000000,879620923,200074175,2010
4926,367,2015-06-11,The Peanuts Movie,99000000,250474038,130178411,2010
4927,2347,2015-06-11,Spotlight,20000000,92217729,45055776,2010
4928,84,2015-06-19,Inside Out,175000000,853707581,356461711,2010
4929,3729,2015-06-19,Dope,7000000,18190831,17506470,2010
4930,4223,2015-06-19,Manglehorn,4000000,797439,132270,2010
4931,5236,2015-06-19,The Overnight,200000,1165996,1109808,2010
4932,5102,2015-06-23,Crossroads,500000,0,0,2010
4933,691,2015-06-26,Ted 2,68000000,217022588,81284830,2010
4934,2348,2015-06-26,Max,20000000,43658157,42656255,2010
4935,2711,2015-06-26,Escobar: Paradise Lost,17000000,1973945,195792,2010
4936,4782,2015-06-26,The Algerian,1300000,0,0,2010
4937,2000,2015-06-30,Viy,26000000,34246770,0,2010
4938,4606,2015-07-04,Lost River,2000000,45431,45431,2010
4939,4835,2015-07-04,Silent Running,1100000,0,0,2010
4940,5313,2015-07-07,Tiger Orange,100000,0,0,2010
4941,267,2015-07-08,Fantastic Four,120000000,167117548,56117548,2010
4942,2594,2015-07-08,Ricki and the Flash,18000000,41148679,26822144,2010
4943,3967,2015-07-08,The Gift,5000000,58978653,43787265,2010
4944,4583,2015-07-08,The Diary of a Teenage Girl,2000000,2279959,1477002,2010
4945,215,2015-07-17,Ant-Man,130000000,518602163,180202163,2010
4946,1519,2015-07-17,Trainwreck,35000000,140949327,110038130,2010
4947,5315,2015-07-17,Dawn of the Crescent Moon,75000,8799,8799,2010
4948,3490,2015-07-21,American Heist,10000000,0,0,2010
4949,414,2015-07-24,Pixels,90000000,244126300,78747585,2010
4950,1757,2015-07-24,Southpaw,30000000,94207861,52421953,2010
4951,3083,2015-07-24,The Vatican Tapes,13000000,14999638,1784763,2010
4952,3145,2015-07-24,Paper Towns,12000000,85512300,32000304,2010
4953,5093,2015-07-24,The Outrageous Sophie Tucker,500000,0,0,2010
4954,1698,2015-07-29,Vacation,31000000,100655892,58884188,2010
4955,147,2015-07-31,Mission: Impossible—Rogue Nation,150000000,700868363,195042377,2010
4956,1655,2015-07-31,The Young and Prodigious T.S. Spivet,33000000,357687,176847,2010
4957,4903,2015-07-31,Beyond the Brick: A LEGO Brickumentary,1000000,101531,101531,2010
4958,5333,2015-07-31,Counting,50000,8374,8374,2010
4959,1558,2015-08-05,Hot Pursuit,35000000,45680201,34580201,2010
4960,3283,2015-08-05,La famille Bélier,11000000,74056184,0,2010
4961,3556,2015-08-05,Skin Trade,9000000,1242,1242,2010
4962,4134,2015-08-05,Maggie,4500000,597989,187112,2010
4963,4247,2015-08-09,Chain of Command,4000000,0,0,2010
4964,4755,2015-08-09,Checkmate,1500000,0,0,2010
4965,5182,2015-08-12,Amidst the Devil's Wings,300000,0,0,2010
4966,599,2015-08-14,The Man From U.N.C.L.E.,75000000,105445109,45445109,2010
4967,1883,2015-08-14,Straight Outta Compton,28000000,202043881,161058685,2010
4968,3088,2015-08-14,Brothers,13000000,17856688,656688,2010
4969,4431,2015-08-14,Amnesiac,3000000,0,0,2010
4970,3780,2015-08-18,Z Storm,7000000,2053330,0,2010
4971,5219,2015-08-18,The Love Letter,250000,0,0,2010
4972,1584,2015-08-21,Hitman: Agent 47,35000000,81967450,22467450,2010
4973,1918,2015-08-21,American Ultra,28000000,28208085,14439985,2010
4974,3347,2015-08-21,Sinister 2,10000000,54104225,27740955,2010
4975,4643,2015-08-21,The Curse of Downers Grove,2000000,0,0,2010
4976,5275,2015-08-21,Top Spin,150000,5858,5858,2010
4977,3976,2015-08-26,No Escape,5000000,42844516,27288872,2010
4978,4144,2015-08-28,Zipper,4500000,0,0,2010
4979,4332,2015-08-28,War Room,3000000,73975239,67790117,2010
4980,4572,2015-08-28,We Are Your Friends,2000000,10166209,3591417,2010
4981,4807,2015-08-28,Que Horas Ela Volta?,1200000,3048209,376976,2010
4982,4973,2015-08-28,Windsor Drive,850000,3256,3256,2010
